raw_SMILES,reaxys_id,SMILES,cas_number
COC1=CC=C2C=C(Br)C(Cl)=NC2=C1,31078237,COc1ccc2cc(Br)c(Cl)nc2c1,0
CC1=CC=C(Br)N=C1NC(C)(C)C,31080264,Cc1ccc(Br)nc1NC(C)(C)C,0
BrC1=CNC2=CC=C(C=C12)C#N,31116902,N#Cc1ccc2[nH]cc(Br)c2c1,0
FC1=CC=C(C=C1)C1=C(Br)C2=C(Cl)N=CN=C2O1,31124821,Fc1ccc(-c2oc3ncnc(Cl)c3c2Br)cc1,0
CO[C@@H]1C[C@@H](C1)NC1=C(C=NC2=CC(F)=C(Br)C=C12)C(O)=O,31233762,CO[C@H]1C[C@@H](Nc2c(C(=O)O)cnc3cc(F)c(Br)cc23)C1,0
CCOC(=O)C1=C(N[C@H]2C[C@H](C2)OC)C2=CC(Br)=C(F)C=C2N=C1,31233773,CCOC(=O)c1cnc2cc(F)c(Br)cc2c1N[C@H]1C[C@@H](OC)C1,0
OC(=O)C1=C(Cl)C(=NC2=CC=C(Br)C=C12)C1=CC=CC=C1,31699080,O=C(O)c1c(Cl)c(-c2ccccc2)nc2ccc(Br)cc12,0
CC1=NC(Br)=C(Cl)C=C1N,31856990,Cc1nc(Br)c(Cl)cc1N,0
COC1=NC(F)=CC(Br)=C1,32174690,COc1cc(Br)cc(F)n1,0
COC1=CC2=CC(C)=CC(Br)=C2N=C1,32495387,COc1cnc2c(Br)cc(C)cc2c1,0
CC1=CC(Br)=C2N=CC(O)=CC2=C1,32495389,Cc1cc(Br)c2ncc(O)cc2c1,0
COC1=CC=C2C(Br)=C(SC2=C1)C1=CC=CC=C1,32743041,COc1ccc2c(Br)c(-c3ccccc3)sc2c1,0
CC(C)NC(=O)C1=CC(Br)=CN=C1N,33631536,CC(C)NC(=O)c1cc(Br)cnc1N,0
CN1C=CC2=C(Br)C=C(C=C12)C(O)=O,34160505,Cn1ccc2c(Br)cc(C(=O)O)cc21,0
CN1N=CC2=C1C=C(C=C2Br)C(O)=O,34160521,Cn1ncc2c(Br)cc(C(=O)O)cc21,0
OC(=O)C1=COC2=CC=C(Br)C=C12,34615992,O=C(O)c1coc2ccc(Br)cc12,0
BrC1=CC=C(CN2C=NNC2=O)S1,35136774,O=c1[nH]ncn1Cc1ccc(Br)s1,0
COC(=O)C12CC(C1)(C2)N1C=C(Br)C=N1,36094356,COC(=O)C12CC(n3cc(Br)cn3)(C1)C2,0
ClC1=CC2=C(SC3=C2C(Br)=CC=C3)C=C1,36254835,Clc1ccc2sc3cccc(Br)c3c2c1,0
FC1=CC2=C(Cl)N=C(Cl)N=C2C(F)=C1Br,36256844,Fc1cc2c(Cl)nc(Cl)nc2c(F)c1Br,0
CC1=CC(N)=NC(Br)=C1C(F)(F)F,36256891,Cc1cc(N)nc(Br)c1C(F)(F)F,0
CC(C)(C)[S@@](=O)N[C@@H](CC=C)C1=CC(Br)=CN=C1,36624856,C=CC[C@H](N[S@](=O)C(C)(C)C)c1cncc(Br)c1,0
FC1=CC=C(Br)N=C1Cl,37467222,Fc1ccc(Br)nc1Cl,0
CC(C)(CO)CC1=CNC2=C1C=C(Br)C=C2,37545323,CC(C)(CO)Cc1c[nH]c2ccc(Br)cc12,0
BrCC1=C(Br)C=CS1,111431,BrCc1sccc1Br,91036-44-1
COC1=CC=C(Br)S1,111451,COc1ccc(Br)s1,57070-77-6
NC(=O)C1=CC(Br)=CO1,119323,NC(=O)c1cc(Br)co1,0
NC1=C(O)C(Br)=CN=C1,121085,Nc1cncc(Br)c1O,101084-20-2
NC1=C(Br)C=NC2=CC=CC=C12,126009,Nc1c(Br)cnc2ccccc12,36825-36-2
CC(=O)NC1=C(Br)C=NC=C1,129059,CC(=O)Nc1ccncc1Br,13535-03-0
NC1=C(Br)C2=C(C=C1)N=CS2,136654,Nc1ccc2ncsc2c1Br,769-20-0
BrC1=CC2=C(C=CC=C2N=C1)N(=O)=O,156255,O=[N+]([O-])c1cccc2ncc(Br)cc12,116632-33-8
OC(=O)C1=CC(=C(Br)S1)N(=O)=O,164984,O=C(O)c1cc([N+](=O)[O-])c(Br)s1,89283-24-9
CC1=NC=C(C#N)C(C)=C1Br,388746,Cc1ncc(C#N)c(C)c1Br,63644-86-0
NC1=NC=C(Br)C2=CC=CC=C12,472933,Nc1ncc(Br)c2ccccc12,55270-27-4
BrC1=CC(=CN=C1)C1=CC=CN=C1,957185,Brc1cncc(-c2cccnc2)c1,15862-22-3
CC(O)C1=CSC(Br)=N1,1100763,CC(O)c1csc(Br)n1,41029-84-9
CCOC(=O)C1=C(Br)ON=C1C,1102878,CCOC(=O)c1c(C)noc1Br,25786-74-7
CS(=O)(=O)C1=CC=C(Br)S1,1239318,CS(=O)(=O)c1ccc(Br)s1,2160-61-4
CSC1=CSC=C1Br,1280981,CSc1cscc1Br,58414-59-8
BrC1=CSC(=C1)C1=CC=CC=C1,1307618,Brc1csc(-c2ccccc2)c1,38071-58-8
BrC1=C(SC=C1C#N)N(=O)=O,1310664,N#Cc1csc([N+](=O)[O-])c1Br,35717-26-1
BrC1=CC=C(S1)C1CC1,1364275,Brc1ccc(C2CC2)s1,29481-27-4
CC1=C2N=CC=C(Br)C2=CC=C1,1365543,Cc1cccc2c(Br)ccnc12,36075-68-0
CCOC(=O)C1=CC2=C(S1)C=CC(Br)=C2,1373887,CCOC(=O)c1cc2cc(Br)ccc2s1,13771-68-1
BrC1=CC=C(S1)C#C,1422772,C#Cc1ccc(Br)s1,105995-73-1
BrC1=CN=C(SC2=CC=CC=C2)C=C1,1452642,Brc1ccc(Sc2ccccc2)nc1,19520-27-5
CC1=COC(Br)=C1,3536344,Cc1coc(Br)c1,78259-59-3
BrC1=CC2=C(NC=C2C2=CCNCC2)C=C1,4184918,Brc1ccc2[nH]cc(C3=CCNCC3)c2c1,127792-80-7
ClC1=CC=C2NC=C(Br)C2=C1,4391586,Clc1ccc2[nH]cc(Br)c2c1,85092-82-6
CCOC(=O)C1=CC2=C(N1)C(=CC(Br)=C2)N(=O)=O,4486369,CCOC(=O)c1cc2cc(Br)cc([N+](=O)[O-])c2[nH]1,91119-28-7
BrC1=CC2=C(C=C1)C(=CN2)C1=NC(=CN1)C1=CNC2=C1C=CC=C2,4761395,Brc1ccc2c(-c3nc(-c4c[nH]c5ccccc45)c[nH]3)c[nH]c2c1,134029-44-0
COC(=O)C1=C(Br)N(C)C=N1,4977233,COC(=O)c1ncn(C)c1Br,120781-01-3
CC(C)(C)OC(=O)N1C=C(C=O)C2=CC=C(Br)C=C12,5049865,CC(C)(C)OC(=O)n1cc(C=O)c2ccc(Br)cc21,93862-70-5
CC1=NC(Br)=C(C=C1)C#N,6643966,Cc1ccc(C#N)c(Br)n1,155265-57-9
ClC1=NC=NC2=C1C=CC=C2Br,6719329,Clc1ncnc2c(Br)cccc12,0
BrC1=CC2=C(C=C1)N(CC1=CC=CC=C1)C=C2C=O,6973032,O=Cc1cn(Cc2ccccc2)c2ccc(Br)cc12,121103-34-2
BrC1=CC=C(S1)C1=CC=NC=C1,7200110,Brc1ccc(-c2ccncc2)s1,164936-60-1
BrC1=CC=CC(CN(CC2=CC=CC=N2)CC2=NC=CC=C2)=N1,7768529,Brc1cccc(CN(Cc2ccccn2)Cc2ccccn2)n1,188637-65-2
ClC1=CC=C(CN(CCCNC(=S)NCCCC2=CNC=N2)C2=NC=C(Br)C=C2)C=C1Cl,7957479,S=C(NCCCc1c[nH]cn1)NCCCN(Cc1ccc(Cl)c(Cl)c1)c1ccc(Br)cn1,0
CNC1=NC=CC=C1Br,8049983,CNc1ncccc1Br,214977-38-5
NCCNC1=NC=C(Br)C=C1,8199683,NCCNc1ccc(Br)cn1,199522-66-2
OCCOC1=NC=C(Br)C=C1,8830148,OCCOc1ccc(Br)cn1,0
NC1=C2C=CNC2=CC(Br)=C1,8902118,Nc1cc(Br)cc2[nH]ccc12,350800-81-6
COCC1=CC(Br)=CN=C1,9254555,COCc1cncc(Br)c1,173999-17-2
COC1=CC(NC2=C(C=NC3=CC(Br)=CC=C23)C#N)=C(Cl)C=C1Cl,9286328,COc1cc(Nc2c(C#N)cnc3cc(Br)ccc23)c(Cl)cc1Cl,364793-60-2
COC1=CC=C(Br)C(CCO)=N1,9323848,COc1ccc(Br)c(CCO)n1,510748-41-1
CC1=NC(N)=CC(Br)=C1,9386095,Cc1cc(Br)cc(N)n1,524718-27-2
OC(=O)C1=CSC2=C1C=CC(Br)=C2,9481080,O=C(O)c1csc2cc(Br)ccc12,19075-61-7
CN1C2=CC=CC=C2C(Br)=C1C1=CC=CC=C1,9700596,Cn1c(-c2ccccc2)c(Br)c2ccccc21,0
BrC1=CC=C(N=C1)N1C=NN=N1,9900188,Brc1ccc(-n2cnnn2)nc1,296796-44-6
CC1=NC2=C(C=C1)C=C(Br)C1=C2N=C(C)C=C1,10006301,Cc1ccc2cc(Br)c3ccc(C)nc3c2n1,851916-54-6
FC1=CC=C(C=C1)C1=NN2C=CC=CC2=C1Br,10253475,Fc1ccc(-c2nn3ccccc3c2Br)cc1,291743-96-9
COC1=CC(NC2=NC=C(Br)C(NC3=CC=CC=N3)=N2)=CC(OC)=C1OC,10376801,COc1cc(Nc2ncc(Br)c(Nc3ccccn3)n2)cc(OC)c1OC,885702-45-4
BrC1=CC(CC(=O)C2=NC=CC=C2)=CC=N1,10429320,O=C(Cc1ccnc(Br)c1)c1ccccn1,446852-65-9
CCOC(=O)CN1C=C(Br)C=N1,10530229,CCOC(=O)Cn1cc(Br)cn1,82231-58-1
CN(C)C1=CC=C(\C=C\C2=CC(Br)=C(OCCOCCOCCF)N=C2)C=C1,11074236,CN(C)c1ccc(/C=C/c2cnc(OCCOCCOCCF)c(Br)c2)cc1,937183-66-9
BrC1=NC=C(\C=C\C=O)C=C1,11090391,O=C/C=C/c1ccc(Br)nc1,545424-07-5
CS(=O)(=O)C1=C(Br)C=C2N=CC=C(Cl)C2=C1,11247647,CS(=O)(=O)c1cc2c(Cl)ccnc2cc1Br,955879-84-2
O[C@@H]1CCN(C1)C1=CC=C(Br)C=N1,11431115,O[C@@H]1CCN(c2ccc(Br)cn2)C1,690265-87-3
CC(C)OC1=CC=CC(Br)=N1,11438078,CC(C)Oc1cccc(Br)n1,0
CCC(CC)NC1=NC(Br)=CN=C1N,11459065,CCC(CC)Nc1nc(Br)cnc1N,0
CCOC(=O)C1=CC2=C(N1)C(Br)=CS2,11666059,CCOC(=O)c1cc2scc(Br)c2[nH]1,332099-35-1
COC(=O)C1=NC2=C(Br)C=NC=C2C=C1,11819897,COC(=O)c1ccc2cncc(Br)c2n1,875514-20-8
CCN(CC1=C(C)C(Br)=CN=C1)C(=O)OC(C)(C)C,12196691,CCN(Cc1cncc(Br)c1C)C(=O)OC(C)(C)C,351458-27-0
FC1=CC=C2SC(Br)=NC2=C1,13495052,Fc1ccc2sc(Br)nc2c1,441715-01-1
CC(=C)C1=CC=CC(Br)=N1,13638860,C=C(C)c1cccc(Br)n1,0
CC1=C(SC=C1Br)C#N,13742483,Cc1c(Br)csc1C#N,0
COC(=O)C(=O)C1=CN(C)C2=C1C=CC(Br)=C2,13743626,COC(=O)C(=O)c1cn(C)c2cc(Br)ccc12,0
CN1CCN(CC1)C1=NC(Br)=CC=C1,13755721,CN1CCN(c2cccc(Br)n2)CC1,153976-27-3
NC1=CC2=C(C=C1Br)N=CN=C2NC1=CC(Cl)=C(F)C=C1,14251910,Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1Br,451494-38-5
FC1=C(Cl)C=C(NC2=NC=NC3=C2C=C(C(Br)=C3)N(=O)=O)C=C1,14251925,O=[N+]([O-])c1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1Br,451494-33-0
O\N=C\C1=NC=C(Br)C=C1,14293505,O/N=C/c1ccc(Br)cn1,0
CC1=CC(Br)=NC(C)=C1N,14562753,Cc1cc(Br)nc(C)c1N,897733-12-9
CC(C)(C)OC(=O)N1CCC[C@@H]1COC1=CC(Br)=CN=C1,14724199,CC(C)(C)OC(=O)N1CCC[C@@H]1COc1cncc(Br)c1,228867-10-5
CC1=C(Cl)N=NC(N)=C1Br,15467356,Cc1c(Cl)nnc(N)c1Br,933034-94-7
BrC1=C2C=CNC2=CC(=C1)N(=O)=O,15493963,O=[N+]([O-])c1cc(Br)c2cc[nH]c2c1,885520-47-8
CC(C)(C)OC(=O)NC1=NC(Br)=C(S1)C=O,15507277,CC(C)(C)OC(=O)Nc1nc(Br)c(C=O)s1,944805-17-8
OC(C1=CC(Br)=CS1)C(F)(F)F,15530704,OC(c1cc(Br)cs1)C(F)(F)F,946501-48-0
ClC1=NC=C2C=CC(Br)=CC2=N1,15583906,Clc1ncc2ccc(Br)cc2n1,953039-66-2
CC(=O)NNC(=O)C1=NC=C(Br)C=C1,15600997,CC(=O)NNC(=O)c1ccc(Br)cn1,944718-28-9
CC1=CC=C(C)N1C1=NC(C)=C(Br)C(Cl)=N1,15642797,Cc1nc(-n2c(C)ccc2C)nc(Cl)c1Br,1013099-50-7
CCOC(=O)CC1=CC=C(Br)N=C1,15717832,CCOC(=O)Cc1ccc(Br)nc1,404361-77-9
CC1=C(C)C(N)=NC=C1Br,15767265,Cc1c(Br)cnc(N)c1C,374537-97-0
CCNC(=O)NC1=CC(C2=NC(=CS2)C2=CC=CC=C2)=C(Br)C=N1,18339474,CCNC(=O)Nc1cc(-c2nc(-c3ccccc3)cs2)c(Br)cn1,1031432-16-2
CCNC(=O)NC1=CC(C2=NC(O)(CS2)C(F)(F)F)=C(Br)C=N1,18339477,CCNC(=O)Nc1cc(C2=NC(O)(C(F)(F)F)CS2)c(Br)cn1,1031432-67-3
CC(C)(C)C(=O)N(CC=C)C1=NC(Cl)=CC=C1Br,18651061,C=CCN(C(=O)C(C)(C)C)c1nc(Cl)ccc1Br,1075237-39-6
CC(C)(C)OC(=O)C1=C(Br)C=NC=C1F,18843721,CC(C)(C)OC(=O)c1c(F)cncc1Br,1104643-48-2
ClC1=CC2=C(NN=C2)C(Br)=C1,18934648,Clc1cc(Br)c2[nH]ncc2c1,875305-86-5
COC(=O)C1=C(N)C=CC(=C1)C(=O)C1=NC(Br)=C2C=CC=CN12,18947735,COC(=O)c1cc(C(=O)c2nc(Br)c3ccccn23)ccc1N,944445-97-0
BrC1=CC=C(C=N1)C(=O)C1=CC=CC=C1,19057137,O=C(c1ccccc1)c1ccc(Br)nc1,80100-16-9
FC1=CC=C(OC2=C(N=CC(Br)=C2)C#N)C=C1,19078543,N#Cc1ncc(Br)cc1Oc1ccc(F)cc1,953045-21-1
CC1=C(SC2=C1C=C(Br)C=C2)S(Cl)(=O)=O,19134281,Cc1c(S(=O)(=O)Cl)sc2ccc(Br)cc12,338797-11-8
COC1=NN(CC2=CC=C(OC)C=C2)C2=NC=C(Br)C=C12,19686231,COc1ccc(Cn2nc(OC)c3cc(Br)cnc32)cc1,1186608-88-7
FC1=CC=CC(=C1)[C@H]1CCCN1C1=NN2C(Br)=CN=C2C=C1,19754059,Fc1cccc([C@H]2CCCN2c2ccc3ncc(Br)n3n2)c1,1365212-61-8
COC(=O)C1=C(CBr)N(C2=NC=C(Br)C=C12)S(=O)(=O)C1=CC=CC=C1,19907137,COC(=O)c1c(CBr)n(S(=O)(=O)c2ccccc2)c2ncc(Br)cc12,1200130-73-9
C[Si](C)(C)CCOCN1C2=C(C=C(N=C2)C#N)C2=C1N=CC(Br)=C2,19907185,C[Si](C)(C)CCOCn1c2cnc(C#N)cc2c2cc(Br)cnc21,1200130-53-5
OC1=C(N=CC2=C1C1=C(N=CC(Br)=C1)N2S(=O)(=O)C1=CC=CC=C1)C#N,19907201,N#Cc1ncc2c(c1O)c1cc(Br)cnc1n2S(=O)(=O)c1ccccc1,1200130-75-1
CC(C)(C)OC(=O)N1CCC(CC1)C1=NC(Br)=CN1CCO,20221866,CC(C)(C)OC(=O)N1CCC(c2nc(Br)cn2CCO)CC1,1226803-00-4
CC(C)(C)OC(=O)N1CCC(CC1)C1=NC(Br)=CN1CCOS(C)(=O)=O,20221870,CC(C)(C)OC(=O)N1CCC(c2nc(Br)cn2CCOS(C)(=O)=O)CC1,1226803-02-6
CCOC(=O)C1=CC2=CC(Br)=CC=C2N1C(=O)OC(C)(C)C,20243171,CCOC(=O)c1cc2cc(Br)ccc2n1C(=O)OC(C)(C)C,937602-51-2
CC(C)(C)OC(=O)N(C(=O)OC(C)(C)C)C1=NN(C(=O)OC(C)(C)C)C2=C1C=CC(Br)=C2,20474486,CC(C)(C)OC(=O)N(C(=O)OC(C)(C)C)c1nn(C(=O)OC(C)(C)C)c2cc(Br)ccc12,1227911-38-7
NC1=C(N)C(Br)=NC=C1,20605853,Nc1ccnc(Br)c1N,189230-41-9
BrC1=CSC(NC(=O)CN2C3=CC=NN3C=CC2=O)=C1C1=NC=NN1,20647004,O=C(Cn1c(=O)ccn2nccc12)Nc1scc(Br)c1-c1ncn[nH]1,1239462-15-7
BrC1=CSC(NC(=O)CN2C(=O)C=CC3=C2C=CN=C3)=C1C1=NC=NN1,20647019,O=C(Cn1c(=O)ccc2cnccc21)Nc1scc(Br)c1-c1ncn[nH]1,1239461-85-8
FC1=CC=C(CC(=O)NC2=C(C(Br)=CS2)C2=NC=NN2)C2=C1C=NC=C2,20647034,O=C(Cc1ccc(F)c2cnccc12)Nc1scc(Br)c1-c1ncn[nH]1,1239463-12-7
FC1=CC2=C(C=CC=N2)C(CC(=O)NC2=C(C(Br)=CS2)C2=NC=NN2)=C1,20647040,O=C(Cc1cc(F)cc2ncccc12)Nc1scc(Br)c1-c1ncn[nH]1,1239462-96-4
BrC1=CSC(NC(=O)CN2C(=O)CCC3=C2C=CC=N3)=C1C1=NC=NN1,20647048,O=C(CN1C(=O)CCc2ncccc21)Nc1scc(Br)c1-c1ncn[nH]1,1239461-95-0
FC(F)(F)C1=NN2C=CC(=O)N(CC(=O)NC3=C(C(Br)=CS3)C3=NC=NN3)C2=C1,20647069,O=C(Cn1c(=O)ccn2nc(C(F)(F)F)cc12)Nc1scc(Br)c1-c1ncn[nH]1,1239462-25-9
FC(F)(F)C1=NC2=C(C=C1)N(CC(=O)NC1=C(C(Br)=CS1)C1=NC=NN1)C(=O)C=C2,20647090,O=C(Cn1c(=O)ccc2nc(C(F)(F)F)ccc21)Nc1scc(Br)c1-c1ncn[nH]1,1239462-20-4
FC(F)(F)C1=CC2=C(C=CC(=O)N2CC(=O)NC2=C(C(Br)=CS2)C2=NC=NN2)C=N1,20647092,O=C(Cn1c(=O)ccc2cnc(C(F)(F)F)cc21)Nc1scc(Br)c1-c1ncn[nH]1,1239462-09-9
CC(C)(C)OC(=O)NC1=CC=C(Cl)C(Br)=N1,21060848,CC(C)(C)OC(=O)Nc1ccc(Cl)c(Br)n1,1263374-39-5
CN1C=C(Br)C2=C(Cl)N=CN=C12,21192995,Cn1cc(Br)c2c(Cl)ncnc21,1266343-30-9
ClC1=CC2=CC=C(Br)C=C2C=N1,21224953,Clc1cc2ccc(Br)cc2cn1,1029720-65-7
CC1=CC=CC(CN2N=C(Br)C3=C(C=CC=C23)N(=O)=O)=N1,21625989,Cc1cccc(Cn2nc(Br)c3c([N+](=O)[O-])cccc32)n1,1313408-93-3
FC1=CC2=CC=C(Br)N=C2C=C1,21725081,Fc1ccc2nc(Br)ccc2c1,159870-91-4
CC1=C(C=C(Br)S1)C(O)=O,21870330,Cc1sc(Br)cc1C(=O)O,1344027-40-2
BrC1=CN=C(I)C(OCC2=CC=CC=C2)=C1,21926075,Brc1cnc(I)c(OCc2ccccc2)c1,1342906-74-4
COC(=O)C1=NC(=CN=C1Br)C1CC1,22037386,COC(=O)c1nc(C2CC2)cnc1Br,1352200-94-2
CC(=O)NC1=CC=C(C=C1C(O)=O)C(=O)C1=NC(Br)=C2C=CC=CN12,22184051,CC(=O)Nc1ccc(C(=O)c2nc(Br)c3ccccn23)cc1C(=O)O,1354904-81-6
CN1C(=O)N(CC2=CC=C(F)C=C2)C(=O)C2=C1C=CC(=C2)C(=O)C1=NC(Br)=C2C=CC=CN12,22184077,Cn1c(=O)n(Cc2ccc(F)cc2)c(=O)c2cc(C(=O)c3nc(Br)c4ccccn34)ccc21,1354904-77-0
FC1=CC2=C(C=CN=C2)C=C1Br,22184979,Fc1cc2cnccc2cc1Br,0
NC1=C(N)C2=CC=C(Br)C=C2N=C1,22196605,Nc1cnc2cc(Br)ccc2c1N,1232149-37-9
CC1=C2C=NNC2=CC(Br)=C1,22466410,Cc1cc(Br)cc2[nH]ncc12,885520-98-9
BrC1=CC2=C(NC3=CC=C4C(SC5=CC=CC=C45)=C23)C=C1,22547642,Brc1ccc2[nH]c3ccc4c5ccccc5sc4c3c2c1,1350842-25-9
CN(C(=O)OC(C)(C)C)C1=NC(F)=C(Br)C=C1,22651083,CN(C(=O)OC(C)(C)C)c1ccc(Br)c(F)n1,1384435-77-1
CC1=C(C)C(C(=O)C2=CC=C(Cl)C=C2)=C(Br)S1,22657121,Cc1sc(Br)c(C(=O)c2ccc(Cl)cc2)c1C,1380089-50-8
CC(O)(COS(C)(=O)=O)C1=C(F)C=CC(Br)=N1,22673596,CC(O)(COS(C)(=O)=O)c1nc(Br)ccc1F,1387560-64-6
CC(O)(COS(C)(=O)=O)C1=C(F)C=NC(Br)=C1,22673597,CC(O)(COS(C)(=O)=O)c1cc(Br)ncc1F,1387560-86-2
CC1(CN1S(=O)(=O)C1=CC=CC=C1N(=O)=O)C1=C(F)C=CC(Br)=N1,22673643,CC1(c2nc(Br)ccc2F)CN1S(=O)(=O)c1ccccc1[N+](=O)[O-],1387560-67-9
CC1(CN1S(=O)(=O)C1=CC=CC=C1N(=O)=O)C1=C(F)C=NC(Br)=C1,22673644,CC1(c2cc(Br)ncc2F)CN1S(=O)(=O)c1ccccc1[N+](=O)[O-],1387560-89-5
CC(CO[C@](C)(C#N)C(F)(F)F)(NS(=O)(=O)C1=CC=CC=C1N(=O)=O)C1=C(F)C=CC(Br)=N1,22673691,CC(CO[C@](C)(C#N)C(F)(F)F)(NS(=O)(=O)c1ccccc1[N+](=O)[O-])c1nc(Br)ccc1F,1387560-70-4
CCOC(=O)[C@@](C)(OCC(C)(NS(=O)(=O)C1=CC=CC=C1N(=O)=O)C1=C(F)C=CC(Br)=N1)C(F)(F)F,22673715,CCOC(=O)[C@@](C)(OCC(C)(NS(=O)(=O)c1ccccc1[N+](=O)[O-])c1nc(Br)ccc1F)C(F)(F)F,1387560-68-0
CC(C)(C)OC(=O)N1N=C(Br)C2=C1C=CC=C2,22763555,CC(C)(C)OC(=O)n1nc(Br)c2ccccc21,1257296-40-4
CC(C)N1N=CC2=C(C=C(Br)N=C12)C(O)=O,22884308,CC(C)n1ncc2c(C(=O)O)cc(Br)nc21,1411011-81-8
ClC1=CC=C2C=C(Br)N=CC2=C1,23247027,Clc1ccc2cc(Br)ncc2c1,1246552-90-8
CC(C)(C)OC(=O)N1CCN(CC1)C1=C(C=C(Br)C=N1)C#N,23309637,CC(C)(C)OC(=O)N1CCN(c2ncc(Br)cc2C#N)CC1,1269492-47-8
NC1=C(Br)C(Cl)=NC=C1N(=O)=O,23333180,Nc1c([N+](=O)[O-])cnc(Cl)c1Br,1268521-33-0
CC(C)(C)OC(=O)C=C(N)C1=CC(Br)=CN=C1,23415694,CC(C)(C)OC(=O)C=C(N)c1cncc(Br)c1,1423135-30-1
C[C@H]1CCCN1C1=NC=C(Br)C=N1,23481705,C[C@H]1CCCN1c1ncc(Br)cn1,1421822-65-2
BrC1=C2N=CC=NC2=CN=C1,23679244,Brc1cncc2nccnc12,929074-45-3
FC1=CC=C(C=O)N=C1Br,23720415,O=Cc1ccc(F)c(Br)n1,1227605-60-8
CCOC(=O)C1=C(C)N(N=C1)C1=CC=C(Br)C=N1,23802144,CCOC(=O)c1cnn(-c2ccc(Br)cn2)c1C,1150164-72-9
BrC1=CC=C2N(N=C(I)C2=C1)C1CCCCO1,23887974,Brc1ccc2c(c1)c(I)nn2C1CCCCO1,1380917-35-0
BrC1=CC=C2N=C(NC2=C1)C1=CC=CC=C1,23985776,Brc1ccc2nc(-c3ccccc3)[nH]c2c1,1741-50-0
NS(=O)(=O)C1=CC(Br)=CN=C1Cl,24106569,NS(=O)(=O)c1cc(Br)cnc1Cl,0
CC(=O)C1=NC2=CC(Br)=CC=C2N=C1,24695834,CC(=O)c1cnc2ccc(Br)cc2n1,0
CC(C)(C)OC(=O)N1CCC(CNC2=C(Br)C=NC(Cl)=N2)CC1,26469174,CC(C)(C)OC(=O)N1CCC(CNc2nc(Cl)ncc2Br)CC1,1289114-86-8
CC(C)N1C(C)=NC2=CN=C(Br)C=C12,26937852,Cc1nc2cnc(Br)cc2n1C(C)C,1612172-53-8
CC(C)(C)OC(=O)N1CCN(CC1)C1=NN=C(Br)S1,27014607,CC(C)(C)OC(=O)N1CCN(c2nnc(Br)s2)CC1,1352925-43-9
NC1=NC(Br)=CC=C1C(O)=O,27092017,Nc1nc(Br)ccc1C(=O)O,1196157-51-3
COC1=CC2=C(C=C1)C(OC1=CC=C(Br)C=C1)=C(Br)S2(=O)=O,27096277,COc1ccc2c(c1)S(=O)(=O)C(Br)=C2Oc1ccc(Br)cc1,1622308-28-4
OC1=NC=NC2=CC(F)=C(Br)C=C12,27145519,Oc1ncnc2cc(F)c(Br)cc12,950577-02-3
CCC1=C(Br)C=CC(=N1)N(=O)=O,27190650,CCc1nc([N+](=O)[O-])ccc1Br,0
C[C@H](NC(=O)OC(C)(C)C)C1=NC=C(Br)C(C)=C1,27439257,Cc1cc([C@H](C)NC(=O)OC(C)(C)C)ncc1Br,0
CC1=NOC(CO)=C1Br,27474582,Cc1noc(CO)c1Br,0
NNC1=C(Br)C=NC=C1,27490548,NNc1ccncc1Br,0
FC1=C2NN=CC2=CC=C1Br,27502807,Fc1c(Br)ccc2cn[nH]c12,0
COC(=O)C1=CC=C(C(Br)=N1)C(F)(F)F,27588947,COC(=O)c1ccc(C(F)(F)F)c(Br)n1,0
NCC1=CC2=CC(Br)=CC(Cl)=C2O1,27759637,NCc1cc2cc(Br)cc(Cl)c2o1,0
CCOC(=O)C1=CC2=CC(Br)=CC(Cl)=C2O1,27759959,CCOC(=O)c1cc2cc(Br)cc(Cl)c2o1,0
OCC1=CC2=CC(Br)=CC(Cl)=C2O1,27759995,OCc1cc2cc(Br)cc(Cl)c2o1,0
COC(=O)C1=C2N(C=CC2=C(Br)C=C1)S(=O)(=O)C1=CC=C(C)C=C1,27809405,COC(=O)c1ccc(Br)c2ccn(S(=O)(=O)c3ccc(C)cc3)c12,0
COC(=O)C1=C2N(C(I)=CC2=C(Br)C=C1)S(=O)(=O)C1=CC=C(C)C=C1,27809439,COC(=O)c1ccc(Br)c2cc(I)n(S(=O)(=O)c3ccc(C)cc3)c12,0
NC(=O)C1=C2NC(I)=CC2=C(Br)C=C1,27809531,NC(=O)c1ccc(Br)c2cc(I)[nH]c12,0
CC(C)(C)OC(=O)NCC1=C(C=CC=C1)C1=CC2=C(Br)C=CC(C(N)=O)=C2N1,27809862,CC(C)(C)OC(=O)NCc1ccccc1-c1cc2c(Br)ccc(C(N)=O)c2[nH]1,0
ClC1=NC(C2CC2)=C(Br)C=N1,27924292,Clc1ncc(Br)c(C2CC2)n1,0
CN1C=NC2=CN=CC(Br)=C12,28199109,Cn1cnc2cncc(Br)c21,0
CON(C)C(=O)CCC1=CC(Cl)=NC=C1Br,28259945,CON(C)C(=O)CCc1cc(Cl)ncc1Br,0
BrC1=C2C=C(N(C2=CC=C1)S(=O)(=O)C1=CC=CC=C1)C(=O)CC#N,28266819,N#CCC(=O)c1cc2c(Br)cccc2n1S(=O)(=O)c1ccccc1,0
